id,inventoryState,lastConnection,groupName
ISKIE074617,installed,1728704708,Raghunathpur TPS Domestic
ISKIE074498,installed,1728704719,Raghunathpur TPS Domestic
ISKIE074196,installed,1728704719,Raghunathpur TPS Domestic
ISKIE074382,installed,1728704719,Raghunathpur TPS Domestic
ISKIE074216,installed,1696679623,Raghunathpur TPS Domestic
ISKIE074562,installed,1728704720,Raghunathpur TPS Domestic
ISKIE067978,installed,1728618321,Raghunathpur TPS Domestic
ISKIE074603,installed,1728704721,Raghunathpur TPS Domestic
ISKIE074473,installed,1728704873,Raghunathpur TPS Domestic
ISKIE067911,installed,1728704874,Raghunathpur TPS Domestic
ISKIE074606,installed,1728704874,Raghunathpur TPS Domestic
ISKIE074157,installed,1728704874,Raghunathpur TPS Domestic
ISKIE074361,installed,1728285290,Raghunathpur TPS Domestic
ISKIE074348,installed,1728704875,Raghunathpur TPS Domestic
ISKIE074576,installed,1728704875,Raghunathpur TPS Domestic
ISKIE074515,installed,1728704876,Raghunathpur TPS Domestic
ISKIE074619,installed,1728704876,Raghunathpur TPS Domestic
ISKIE074154,installed,1728704876,Raghunathpur TPS Domestic
ISKIE074376,installed,1728704887,Raghunathpur TPS Domestic
ISKIE074516,installed,1728704887,Raghunathpur TPS Domestic
ISKIE074488,installed,1728704887,Raghunathpur TPS Domestic
ISKIE074379,installed,1728704888,Raghunathpur TPS Domestic
ISKIE074571,installed,1728704888,Raghunathpur TPS Domestic
ISKIE074333,installed,1728705029,Raghunathpur TPS Domestic
ISKIE074156,installed,1728705029,Raghunathpur TPS Domestic
ISKIE067980,installed,1728285290,Raghunathpur TPS Domestic
ISKIE074568,installed,1728705031,Raghunathpur TPS Domestic
ISKIE074565,installed,1728285291,Raghunathpur TPS Domestic
ISKIE067981,installed,1728705033,Raghunathpur TPS Domestic
ISKIE074567,installed,1701777320,Raghunathpur TPS Domestic
ISKIE074618,installed,1728705051,Raghunathpur TPS Domestic
ISKIE074426,installed,1728705051,Raghunathpur TPS Domestic
ISKIE074489,installed,1728690950,Raghunathpur TPS Domestic
ISKIE074477,installed,1728705052,Raghunathpur TPS Domestic
ISKIE074192,installed,1728705052,Raghunathpur TPS Domestic
ISKIE074474,installed,1728702763,Raghunathpur TPS Domestic
ISKIE074491,installed,1728702766,Raghunathpur TPS Domestic
ISKIE074189,installed,1728698614,Raghunathpur TPS Domestic
ISKIE074239,installed,1728702786,Raghunathpur TPS Domestic
ISKIE074490,installed,1728702800,Raghunathpur TPS Domestic
ISKIE074337,installed,1728698392,Raghunathpur TPS Domestic
ISKIE067971,installed,1728285292,Raghunathpur TPS Domestic
ISKIE067912,installed,1728285292,Raghunathpur TPS Domestic
ISKIE074384,installed,1697886354,Raghunathpur TPS Domestic
ISKIE074241,installed,1728702848,Raghunathpur TPS Domestic
ISKIE074613,installed,1728702851,Raghunathpur TPS Domestic
ISKIE074193,installed,1728688530,Raghunathpur TPS Domestic
ISKIE074387,installed,1728702880,Raghunathpur TPS Domestic
ISKIE074168,installed,1728702910,Raghunathpur TPS Domestic
ISKIE074339,installed,1728702923,Raghunathpur TPS Domestic
ISKIE074314,installed,1728697371,Raghunathpur TPS Domestic
ISKIE074340,uninstalled,1728025462,Raghunathpur TPS Domestic
ISKIE074195,installed,1728702967,Raghunathpur TPS Domestic
ISKIE074249,installed,1728702981,Raghunathpur TPS Domestic
ISKIE074577,installed,1728699705,Raghunathpur TPS Domestic
ISKIE074360,installed,1728696828,Raghunathpur TPS Domestic
ISKIE074320,installed,1728703016,Raghunathpur TPS Domestic
ISKIE074309,installed,1728703039,Raghunathpur TPS Domestic
ISKIE067970,installed,1728703043,Raghunathpur TPS Domestic
ISKIE074466,installed,1726216328,Raghunathpur TPS Domestic
ISKIE074414,installed,1728703071,Raghunathpur TPS Domestic
ISKIE074217,installed,1728703075,Raghunathpur TPS Domestic
ISKIE074167,installed,1728660094,Raghunathpur TPS Domestic
ISKIE074467,installed,1728703292,Raghunathpur TPS Domestic
ISKIE074234,installed,1728703309,Raghunathpur TPS Domestic
ISKIE074159,installed,1728703313,Raghunathpur TPS Domestic
ISKIE074210,installed,1728025644,Raghunathpur TPS Domestic
